gene name,description,gene id,protein id,GO general category
EIF3I,"eukaryotic translation initiation factor 3, subunit I [Source:HGNC Symbol;Acc:3272]",ENSG00000084623,ENSP00000362688,"GO:0005515,GO:0003743,GO:0005852,GO:0005829,GO:0016282,GO:0033290,GO:0006413,GO:0006412,GO:0010467,GO:0001731,GO:0006446,GO:0044267"
STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:30796],ENSG00000023734,ENSP00000392270,"GO:0005515,GO:0016301,GO:0005102,GO:0000122,GO:0030512,GO:0005634,GO:0005886,GO:0005737,GO:0005739,GO:0005829,GO:0030054,GO:0005681,GO:0006397,GO:0008380,GO:0007179"
RPL13,ribosomal protein L13 [Source:HGNC Symbol;Acc:10303],ENSG00000167526,ENSP00000457686,"GO:0003723,GO:0005515,GO:0003735,GO:0005829,GO:0005622,GO:0005840,GO:0022625,GO:0022626,GO:0006412,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RRP12,ribosomal RNA processing 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29100],ENSG00000052749,ENSP00000446184,"GO:0005488,GO:0016021,GO:0005730,GO:0031965"
MRPS2,mitochondrial ribosomal protein S2 [Source:HGNC Symbol;Acc:14495],ENSG00000122140,ENSP00000360850,"GO:0003735,GO:0005739,GO:0005622,GO:0005840,GO:0015935,GO:0006412"
ZCCHC8,"zinc finger, CCHC domain containing 8 [Source:HGNC Symbol;Acc:25265]",ENSG00000033030,ENSP00000337313,"GO:0005515,GO:0008270,GO:0003676,GO:0005634,GO:0071013,GO:0000398"
EFTUD1,elongation factor Tu GTP binding domain containing 1 [Source:HGNC Symbol;Acc:25789],ENSG00000140598,ENSP00000352418,"GO:0005525,GO:0003924,GO:0043022,GO:0003746,GO:0042256,GO:0006184"
RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:10344],ENSG00000136942,ENSP00000259469,"GO:0003735,GO:0003729,GO:0005737,GO:0005829,GO:0005622,GO:0005730,GO:0005840,GO:0022625,GO:0006412,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
NSRP1,nuclear speckle splicing regulatory protein 1 [Source:HGNC Symbol;Acc:25305],ENSG00000126653,ENSP00000465442,"GO:0005515,GO:0003729,GO:0005634,GO:0030529,GO:0016607,GO:0006397,GO:0008380,GO:0000381,GO:0006913,GO:0032502"
RPUSD2,RNA pseudouridylate synthase domain containing 2 [Source:HGNC Symbol;Acc:24180],ENSG00000166133,ENSP00000453036,"GO:0003723,GO:0009982,GO:0001522,GO:0009451"
BCDIN3D,BCDIN3 domain containing [Source:HGNC Symbol;Acc:27050],ENSG00000186666,ENSP00000335201,"GO:0008168,GO:0008171,GO:0008173,GO:0005737,GO:0001510,GO:0010586,GO:2000632"
THUMPD1,THUMP domain containing 1 [Source:HGNC Symbol;Acc:23807],ENSG00000066654,ENSP00000392282,GO:0003723
TRIM21,tripartite motif containing 21 [Source:HGNC Symbol;Acc:11312] [Type: protein coding Ensembl/Havana merge],ENSG00000132109,ENSP00000254436,"GO:0005515,GO:0008270,GO:0046872,GO:0004842,GO:0005634,GO:0005737,GO:0005622,GO:0000151,GO:0016567,GO:0003723,GO:0003677,GO:0005829,GO:0000932,GO:0030529,GO:0019005,GO:0045087,GO:0000209,GO:0007049,GO:0032088,GO:0045787,GO:0051865,GO:0006513,GO:0032481,GO:0031648,GO:0032479,GO:0070206,GO:0090086"
RANBP17,RAN binding protein 17 [Source:HGNC Symbol;Acc:14428],ENSG00000204764,ENSP00000427975,"GO:0005488,GO:0008536,GO:0006886,GO:0005634,GO:0005525,GO:0005737,GO:0005643,GO:0051028,GO:0006606"
XPO7,exportin 7 [Source:HGNC Symbol;Acc:14108],ENSG00000130227,ENSP00000410249,"GO:0005488,GO:0008536,GO:0005634,GO:0006886,GO:0005049,GO:0005737,GO:0005643,GO:0006611,GO:0051028"
TRMT12,tRNA methyltransferase 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26091],ENSG00000183665,ENSP00000329858,"GO:0016740,GO:0008168,GO:0008033"
ACIN1,apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066],ENSG00000100813,ENSP00000262710,"GO:0000166,GO:0003676,GO:0005634,GO:0005737,GO:0003723,GO:0005515,GO:0016887,GO:0019899,GO:0005829,GO:0016607,GO:0035145,GO:0061574,GO:0006915,GO:0006200,GO:0006397,GO:0008380,GO:0043065,GO:0030218,GO:0045657,GO:0048025,GO:0006921,GO:0030263,GO:0005730"
ZNF385A,zinc finger protein 385A [Source:HGNC Symbol;Acc:17521],ENSG00000161642,ENSP00000448567,"GO:0046872,GO:0003730,GO:0043025,GO:0030425,GO:0045600,GO:0007611,GO:0007626,GO:0035855,GO:0007599,GO:0030220,GO:0010609,GO:0070889,GO:2000765,GO:0008270,GO:0003676,GO:0003677,GO:0002039,GO:0005737,GO:0005730,GO:0000790,GO:0006351,GO:0006915,GO:0006974,GO:0006355,GO:1902166,GO:1902164,GO:0008298"
RPL23,ribosomal protein L23 [Source:HGNC Symbol;Acc:10316],ENSG00000125691,ENSP00000463894,"GO:0003735,GO:0005737,GO:0005840,GO:0006412,GO:0005730,GO:0005515,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006610,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
EED,embryonic ectoderm development [Source:HGNC Symbol;Acc:3188],ENSG00000074266,ENSP00000263360,"GO:0005515,GO:0003682,GO:0035098,GO:0045120,GO:0001739,GO:0061087,GO:0006349,GO:0016571,GO:0042802,GO:0042054,GO:0005634,GO:0006351,GO:0045892"
DNTTIP2,"deoxynucleotidyltransferase, terminal, interacting protein 2 [Source:HGNC Symbol;Acc:24013]",ENSG00000067334,ENSP00000411010,"GO:0005634,GO:0005730,GO:0006351,GO:0006355"
SBDS,Shwachman-Bodian-Diamond syndrome [Source:HGNC Symbol;Acc:19440],ENSG00000126524,ENSP00000246868,"GO:0005515,GO:0008017,GO:0019843,GO:0043022,GO:0005634,GO:0005737,GO:0005730,GO:0005654,GO:0000922,GO:0008283,GO:0042254,GO:0006364,GO:0030282,GO:0001833,GO:0042256,GO:0048539,GO:0042273,GO:0030595,GO:0043148"
DDX51,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51 [Source:HGNC Symbol;Acc:20082],ENSG00000185163,ENSP00000380495,"GO:0003723,GO:0005524,GO:0003676,GO:0003677,GO:0008026,GO:0016787,GO:0004386,GO:0005730,GO:0006364"
RBM18,RNA binding motif protein 18 [Source:HGNC Symbol;Acc:28413],ENSG00000119446,ENSP00000409315,"GO:0000166,GO:0003723,GO:0003676"
IPO11,importin 11 [Source:HGNC Symbol;Acc:20628],ENSG00000086200,ENSP00000427274,"GO:0005488,GO:0008565,GO:0006610,GO:0005515,GO:0008536,GO:0005634,GO:0005737,GO:0006886"
RPL22,ribosomal protein L22 [Source:HGNC Symbol;Acc:10315],ENSG00000116251,ENSP00000466013,"GO:0008201,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0046632,GO:0003723,GO:0005737,GO:0005829,GO:0030529,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPL22L1,ribosomal protein L22-like 1 [Source:HGNC Symbol;Acc:27610],ENSG00000163584,ENSP00000419041,"GO:0003735,GO:0005622,GO:0005840,GO:0006412"
LCMT2,leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:17558],ENSG00000168806,ENSP00000307214,"GO:0008168,GO:0005515,GO:0008033,GO:0032259"
ZC3H11A,zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:29093],ENSG00000058673,ENSP00000406531,"GO:0005515,GO:0046872,GO:0000346,GO:0016973"
FYTTD1,forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:25407],ENSG00000122068,ENSP00000241502,"GO:0005515,GO:0003729,GO:0005654,GO:0016607,GO:0006406"
RNPS1,"RNA binding protein S1, serine-rich domain [Source:HGNC Symbol;Acc:10080]",ENSG00000205937,ENSP00000455306,"GO:0000166,GO:0003676,GO:0005515,GO:0003730,GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0016607,GO:0035145,GO:0061574,GO:0006351,GO:0006366,GO:0010467,GO:0016070,GO:0016071,GO:0008380,GO:0000381,GO:0000398,GO:0043065,GO:0006406,GO:0031124,GO:0048025,GO:0000184,GO:0006369"
RPS23,ribosomal protein S23 [Source:HGNC Symbol;Acc:10410],ENSG00000186468,ENSP00000296674,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935,GO:0005515,GO:0005829,GO:0022627,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RNASEH2A,"ribonuclease H2, subunit A [Source:HGNC Symbol;Acc:18518]",ENSG00000104889,ENSP00000221486,"GO:0003723,GO:0003676,GO:0046872,GO:0004540,GO:0004523,GO:0032299,GO:0005634,GO:0016070,GO:0006260,GO:0006401"
FRG1B,"FSHD region gene 1 family, member B [Source:HGNC Symbol;Acc:15792]",ENSG00000149531,ENSP00000351249,.
FRG1,FSHD region gene 1 [Source:HGNC Symbol;Acc:3954],ENSG00000260380,ENSP00000455022,"GO:0051015,GO:0030674,GO:0005515,GO:0005730,GO:0016607,GO:0015030,GO:0071013,GO:0000398,GO:0006364"
NOL7,"nucleolar protein 7, 27kDa [Source:HGNC Symbol;Acc:21040]",ENSG00000225921,ENSP00000405674,"GO:0005634,GO:0005739,GO:0005730"
PRPF38A,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A [Source:HGNC Symbol;Acc:25930],ENSG00000134748,ENSP00000257181,"GO:0005515,GO:0005681,GO:0006397,GO:0008380"
RBM41,RNA binding motif protein 41 [Source:HGNC Symbol;Acc:25617],ENSG00000089682,ENSP00000361557,"GO:0000166,GO:0003723,GO:0003676"
RBM12,RNA binding motif protein 12 [Source:HGNC Symbol;Acc:9898],ENSG00000244462,ENSP00000352668,"GO:0000166,GO:0005634,GO:0003723,GO:0003676"
RBM12B,RNA binding motif protein 12B [Source:HGNC Symbol;Acc:32310],ENSG00000183808,ENSP00000427729,"GO:0000166,GO:0003676,GO:0003723,GO:0005515"
ESRP1,epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:25966],ENSG00000104413,ENSP00000430118,"GO:0000166,GO:0003676,GO:0003729,GO:0005634,GO:0005886,GO:0006397,GO:0008380,GO:0043484"
ESRP2,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:26152],ENSG00000103067,ENSP00000454554,"GO:0000166,GO:0003676,GO:0003729,GO:0005634,GO:0005737,GO:0005739,GO:0005813,GO:0006397,GO:0008380,GO:0043484"
HNRNPF,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:5039],ENSG00000169813,ENSP00000400433,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0003727,GO:0005634,GO:0005737,GO:0005654,GO:0071013,GO:0010467,GO:0008380,GO:0000398,GO:0006396,GO:0043484"
HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:5041],ENSG00000169045,ENSP00000377082,"GO:0000166,GO:0003676,GO:0005634,GO:0015629,GO:0005737,GO:0003723,GO:0005515,GO:0008266,GO:0005654,GO:0071013,GO:0010467,GO:0008380,GO:0000398,GO:0006396,GO:0043484"
HNRNPH2,heterogeneous nuclear ribonucleoprotein H2 (H') [Source:HGNC Symbol;Acc:5042],ENSG00000126945,ENSP00000361927,"GO:0000166,GO:0003723,GO:0003676,GO:0005634,GO:0005737,GO:0005654,GO:0030529,GO:0015629,GO:0010467,GO:0008380,GO:0000398"
HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043],ENSG00000096746,ENSP00000265866,"GO:0000166,GO:0003676,GO:0005634,GO:0030529,GO:0019013,GO:0003723,GO:0008380,GO:0000398,GO:0006396"
GRSF1,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:4610],ENSG00000132463,ENSP00000254799,"GO:0000166,GO:0003723,GO:0003676,GO:0003729,GO:0005737,GO:0005739,GO:0042645,GO:0008033,GO:0009952,GO:0006378,GO:0016331"
RNH1,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:10074],ENSG00000023191,ENSP00000433999,"GO:0005515,GO:0008428,GO:0005737,GO:0032311,GO:0006402,GO:0045765"
NOL9,nucleolar protein 9 [Source:HGNC Symbol;Acc:26265],ENSG00000162408,ENSP00000366934,"GO:0003723,GO:0005524,GO:0051731,GO:0005730,GO:0000460"
SRFBP1,serum response factor binding protein 1 [Source:HGNC Symbol;Acc:26333],ENSG00000151304,ENSP00000341324,"GO:0005515,GO:0005634,GO:0048471,GO:0006351,GO:0006355"
ARL6IP4,ADP-ribosylation-like factor 6 interacting protein 4 [Source:HGNC Symbol;Acc:18076],ENSG00000182196,ENSP00000376230,"GO:0005515,GO:0005634,GO:0008380"
RPP40,ribonuclease P/MRP 40kDa subunit [Source:HGNC Symbol;Acc:20992],ENSG00000124787,ENSP00000317998,"GO:0004526,GO:0005634,GO:0005655,GO:0008033"
ALKBH5,"alkB, alkylation repair homolog 5 (E. coli) [Source:HGNC Symbol;Acc:25996]",ENSG00000091542,ENSP00000382091,"GO:0046872,GO:0016706,GO:0035515,GO:0005634,GO:0016607,GO:0030154,GO:0007283,GO:0001666,GO:0006397,GO:0035553,GO:0006406"
SMG7,"smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:HGNC Symbol;Acc:16792]",ENSG00000116698,ENSP00000425133,"GO:0005737,GO:0045111,GO:0005515,GO:0051721,GO:0005634,GO:0005829,GO:0010467,GO:0016070,GO:0016071,GO:0006406,GO:0000184,GO:0035303"
PDE12,phosphodiesterase 12 [Source:HGNC Symbol;Acc:25386],ENSG00000174840,ENSP00000309142,"GO:0046872,GO:0004535,GO:0005739,GO:0005759,GO:0006397"
CCRN4L,CCR4 carbon catabolite repression 4-like (S. cerevisiae) [Source:HGNC Symbol;Acc:14254],ENSG00000151014,ENSP00000280614,"GO:0005515,GO:0003700,GO:0046872,GO:0004535,GO:0005634,GO:0000932,GO:0005654,GO:0006366,GO:0006355,GO:0006397,GO:0000290,GO:0033962,GO:0048511"
ANGEL1,angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19961],ENSG00000013523,ENSP00000451534,.
ANGEL2,angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30534],ENSG00000174606,ENSP00000438141,.
CNOT6,"CCR4-NOT transcription complex, subunit 6 [Source:HGNC Symbol;Acc:14099]",ENSG00000113300,ENSP00000261951,"GO:0003723,GO:0005515,GO:0046872,GO:0004535,GO:0004532,GO:0005634,GO:0005829,GO:0030014,GO:0006351,GO:0006355,GO:0008284,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0006417,GO:0010606,GO:0035195,GO:0043928,GO:0070966,GO:2000327"
CNOT6L,"CCR4-NOT transcription complex, subunit 6-like [Source:HGNC Symbol;Acc:18042]",ENSG00000138767,ENSP00000423750,"GO:0005515,GO:0046872,GO:0004535,GO:0005634,GO:0005737,GO:0005829,GO:0030014,GO:0006351,GO:0006355,GO:0008284,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0006417,GO:0010606,GO:0031047,GO:0061157"
PDCD11,programmed cell death 11 [Source:HGNC Symbol;Acc:13408],ENSG00000148843,ENSP00000358812,"GO:0003723,GO:0005515,GO:0008134,GO:0005634,GO:0005829,GO:0005622,GO:0005730,GO:0006397,GO:0006364,GO:0006396"
RPL35A,ribosomal protein L35a [Source:HGNC Symbol;Acc:10345],ENSG00000182899,ENSP00000419117,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0000049,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0006364,GO:0044267,GO:0006614,GO:0042273,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
MRPL21,mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:14479],ENSG00000197345,ENSP00000389400,"GO:0005739,GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412"
SMG6,"smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:HGNC Symbol;Acc:17809]",ENSG00000070366,ENSP00000263073,"GO:0005515,GO:0046872,GO:0042162,GO:0004521,GO:0005634,GO:0005737,GO:0005829,GO:0005730,GO:0000781,GO:0035145,GO:0005697,GO:0010467,GO:0016070,GO:0016071,GO:0000723,GO:0006406,GO:0000184,GO:0035303"
PRPF19,PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17896],ENSG00000110107,ENSP00000227524,"GO:0005634,GO:0005811,GO:0045665,GO:0001833,GO:0008610,GO:0048026,GO:0048711,GO:0005515,GO:0004842,GO:0000151,GO:0016567,GO:0003677,GO:0034450,GO:0042802,GO:0005737,GO:0005819,GO:0016607,GO:0071013,GO:0000974,GO:0000209,GO:0006281,GO:0000398,GO:0000245"
PRPF4,PRP4 pre-mRNA processing factor 4 homolog (yeast) [Source:HGNC Symbol;Acc:17349],ENSG00000136875,ENSP00000363313,"GO:0005515,GO:0005634,GO:0005654,GO:0005681,GO:0016607,GO:0015030,GO:0071001,GO:0010467,GO:0008380,GO:0000398,GO:0006396,GO:0000375"
INTS4,integrator complex subunit 4 [Source:HGNC Symbol;Acc:25048],ENSG00000149262,ENSP00000434466,"GO:0005515,GO:0032039,GO:0016180,GO:0005488"
SRPK2,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306],ENSG00000135250,ENSP00000349863,"GO:0005524,GO:0004672,GO:0016772,GO:0006468,GO:0005515,GO:0004674,GO:0000287,GO:0004713,GO:0071889,GO:0005634,GO:0005737,GO:0005730,GO:0045087,GO:0030154,GO:0008284,GO:0001525,GO:0035556,GO:0008380,GO:0045071,GO:0010628,GO:0045787,GO:0043525,GO:0000245,GO:0045070,GO:0048024,GO:0035063"
SUPV3L1,"suppressor of var1, 3-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:11471]",ENSG00000156502,ENSP00000352678,"GO:0005524,GO:0003676,GO:0004386,GO:0003723,GO:0005515,GO:0042803,GO:0016817,GO:0003677,GO:0003725,GO:0003678,GO:0004004,GO:0034458,GO:0005739,GO:0005634,GO:0005759,GO:0042645,GO:0045025,GO:0043066,GO:0006310,GO:0030307,GO:0070584,GO:0032508,GO:0006401,GO:0000958,GO:0000962,GO:0000965,GO:0035945,GO:0035946,GO:0070827,GO:2000827"
RBM17,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:16944],ENSG00000134453,ENSP00000369218,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0005634,GO:0005681,GO:0006397,GO:0008380"
NAF1,nuclear assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25126],ENSG00000145414,ENSP00000274054,"GO:0003723,GO:0005515,GO:0005634,GO:0005737,GO:0030054,GO:0005813,GO:0005732,GO:0042254,GO:0006364,GO:0001522"
YARS,tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:12840],ENSG00000134684,ENSP00000362576,"GO:0000166,GO:0005524,GO:0004871,GO:0000049,GO:0004812,GO:0005153,GO:0004831,GO:0005634,GO:0005737,GO:0005829,GO:0005615,GO:0006915,GO:0007165,GO:0010467,GO:0006418,GO:0006437"
LRRFIP1,leucine rich repeat (in FLII) interacting protein 1 [Source:HGNC Symbol;Acc:6702],ENSG00000124831,ENSP00000310109,"GO:0005515,GO:0042803,GO:0003677,GO:0003725,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0006351,GO:0045087,GO:0045892,GO:0006357,GO:0032481"
LRRFIP2,leucine rich repeat (in FLII) interacting protein 2 [Source:HGNC Symbol;Acc:6703],ENSG00000093167,ENSP00000392217,"GO:0005515,GO:0046983,GO:0030275,GO:0016055"
EIF4E2,eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:3293],ENSG00000135930,ENSP00000258416,"GO:0003723,GO:0003743,GO:0005737,GO:0006413,GO:0005515,GO:0031625,GO:0000339,GO:0008135,GO:0005829,GO:0005845,GO:0001701,GO:0019221,GO:0017148"
EIF4E1B,eukaryotic translation initiation factor 4E family member 1B [Source:HGNC Symbol;Acc:33179],ENSG00000175766,ENSP00000422420,"GO:0003723,GO:0003743,GO:0005737,GO:0005845,GO:0006417,GO:0006413"
EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:31837],ENSG00000163412,ENSP00000374476,"GO:0003723,GO:0003743,GO:0005737,GO:0005829,GO:0005845,GO:0006417,GO:0019221,GO:0006413"
EIF4E,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:3287],ENSG00000151247,ENSP00000425561,"GO:0005515,GO:0003723,GO:0003743,GO:0000339,GO:0031370,GO:0043234,GO:0005737,GO:0005829,GO:0000932,GO:0005845,GO:0010494,GO:0033391,GO:0016281,GO:0016442,GO:0006412,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0006417,GO:0008286,GO:0019221,GO:0006406,GO:0044267,GO:0030324,GO:0045931,GO:0000082,GO:0019048,GO:0006413"
BUD13,BUD13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28199],ENSG00000137656,ENSP00000260210,"GO:0005515,GO:0070274,GO:0000398,GO:0006406"
CTU1,cytosolic thiouridylase subunit 1 homolog (S. pombe) [Source:HGNC Symbol;Acc:29590],ENSG00000142544,ENSP00000390011,"GO:0005515,GO:0005524,GO:0016740,GO:0000049,GO:0005739,GO:0005829,GO:0008033,GO:0002098,GO:0034227"
GTPBP1,GTP binding protein 1 [Source:HGNC Symbol;Acc:4669],ENSG00000100226,ENSP00000216044,"GO:0005525,GO:0003924,GO:0005829,GO:0000177,GO:0061014,GO:0006184,GO:0006955,GO:0007165"
GTPBP2,GTP binding protein 2 [Source:HGNC Symbol;Acc:4670],ENSG00000172432,ENSP00000304893,"GO:0005515,GO:0005525,GO:0003924"
MTERFD2,MTERF domain containing 2 [Source:HGNC Symbol;Acc:28785],ENSG00000122085,ENSP00000375840,"GO:0005739,GO:0007507,GO:0043010,GO:0006626,GO:0006390,GO:0042255,GO:0005515,GO:0019843,GO:0005762,GO:0006364"
SRPR,signal recognition particle receptor (docking protein) [Source:HGNC Symbol;Acc:11307],ENSG00000182934,ENSP00000435508,"GO:0000166,GO:0005525,GO:0003924,GO:0017111,GO:0005047,GO:0016021,GO:0005789,GO:0016020,GO:0005783,GO:0005785,GO:0006412,GO:0006810,GO:0010467,GO:0006886,GO:0006613,GO:0044267,GO:0030968,GO:0006614,GO:0006184,GO:0006987"
DDX50,DEAD (Asp-Glu-Ala-Asp) box polypeptide 50 [Source:HGNC Symbol;Acc:17906],ENSG00000107625,ENSP00000362687,"GO:0003723,GO:0005524,GO:0003676,GO:0003677,GO:0008026,GO:0016787,GO:0004386,GO:0005634,GO:0005886,GO:0005730"
DDX21,DEAD (Asp-Glu-Ala-Asp) box helicase 21 [Source:HGNC Symbol;Acc:2744],ENSG00000165732,ENSP00000346120,"GO:0005515,GO:0003723,GO:0005524,GO:0003676,GO:0003677,GO:0003725,GO:0008026,GO:0016787,GO:0004386,GO:0004004,GO:0005634,GO:0005730,GO:0009615,GO:0043330"
ZCRB1,zinc finger CCHC-type and RNA binding motif 1 [Source:HGNC Symbol;Acc:29620],ENSG00000139168,ENSP00000266529,"GO:0000166,GO:0008270,GO:0003676,GO:0003723,GO:0005654,GO:0005689,GO:0006397,GO:0008380"
RPL13A,ribosomal protein L13a [Source:HGNC Symbol;Acc:10304],ENSG00000142541,ENSP00000375730,"GO:0003735,GO:0005840,GO:0015934,GO:0006412,GO:0005829,GO:0030529,GO:0022625,GO:0097452,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0071346,GO:0044267,GO:0017148,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083,GO:1901194"
SRA1,steroid receptor RNA activator 1 [Source:HGNC Symbol;Acc:11281],ENSG00000213523,ENSP00000473378,"GO:0030374,GO:0005515,GO:0003677,GO:0003713,GO:0010861,GO:0005634,GO:0005667,GO:0005737,GO:0030529,GO:0031252,GO:0006351,GO:0008283,GO:0045944,GO:0030154,GO:0097194,GO:2000273"
PAPOLB,poly(A) polymerase beta (testis specific) [Source:HGNC Symbol;Acc:15970],ENSG00000218823,ENSP00000384700,"GO:0005515,GO:0003723,GO:0005524,GO:0046872,GO:0016779,GO:0004652,GO:0005737,GO:0005634,GO:0005783,GO:0000398,GO:0043631,GO:0006378,GO:0006369,GO:0031123"
PAPOLG,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:14982],ENSG00000115421,ENSP00000238714,"GO:0003723,GO:0016779,GO:0004652,GO:0005634,GO:0043631,GO:0031123,GO:0005524,GO:0046872,GO:0006378"
PAPOLA,poly(A) polymerase alpha [Source:HGNC Symbol;Acc:14981],ENSG00000090060,ENSP00000450534,"GO:0004652,GO:0043631,GO:0003723,GO:0016779,GO:0005634,GO:0031123,GO:0005524,GO:0000287,GO:0030145,GO:0005737,GO:0005654,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0031124,GO:0006378,GO:0006369"
RPL41,ribosomal protein L41 [Source:HGNC Symbol;Acc:10354],ENSG00000229117,ENSP00000420821,"GO:0003723,GO:0003735,GO:0005829,GO:0005840,GO:0022625,GO:0006412,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
ZNF768,zinc finger protein 768 [Source:HGNC Symbol;Acc:26273],ENSG00000169957,ENSP00000369777,"GO:0046872,GO:0003677,GO:0005665,GO:0006366,GO:0006355"
SCAF1,SR-related CTD-associated factor 1 [Source:HGNC Symbol;Acc:30403] [Type: protein coding Ensembl/Havana merge],ENSG00000126461,ENSP00000353769,"GO:0019904,GO:0006366,GO:0006397,GO:0003723,GO:0005634,GO:0008380"
MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:14504],ENSG00000116898,ENSP00000362208,"GO:0003735,GO:0005739,GO:0005622,GO:0005840,GO:0031965,GO:0005763,GO:0006412"
RNASET2,ribonuclease T2 [Source:HGNC Symbol;Acc:21686],ENSG00000026297,ENSP00000426455,"GO:0003723,GO:0033897,GO:0004540,GO:0005576,GO:0005615,GO:0005764,GO:0005788,GO:0043202,GO:0006401"
